Player Name,Initial Stack,Credit?,$ Received,Balance,Credit,Ending Stack,P/L Player,Send Out,$ Sent,Tips,Done?,Tips %,Status,Notes,Total Tips:,Confirm Data,Starting Sum,End Sum,Should Equal,
mysteriousmelon (melon),$150.00,Yes,,Good,$150,$153.69,$3.69,$3.69,$3.00,$0.69,No,18.70%,In Progress,,,,,,,
sarmgoblin (P.),$100.00,Yes,,Good,$100,$0.00,-$100.00,-$100.00,$0.00,$0.00,No,0.00%,In Progress,,,,,,,
kevinatekfc (chicken),$150.00,Yes,,Good,$150,$693.11,$543.11,$543.11,$500.00,$43.11,No,7.94%,In Progress,,,,,,,
mo,$100.00,No,$100.00,Good,$0,$0.00,-$100.00,$0.00,$0.00,$0.00,Yes,0.00%,Complete,me,,,,,,
zkay scallop (scallop),$700.00,Yes,,Good,$700,$502.23,-$197.77,-$197.77,$0.00,$0.00,No,0.00%,In Progress,,,,,,,
Mr.S,$100.00,No,$100.00,Good,$0,$0.00,-$100.00,$0.00,$0.00,$0.00,Yes,0.00%,Complete,"me, someone",,,,,,
drew,$50.00,Yes,,Good,$50,$202.07,$152.07,$152.07,$146.17,$5.90,No,3.88%,In Progress,,,,,,,
ddavidl (jp),$200.00,Yes,,Good,$200,$102.38,-$97.62,-$97.62,$0.00,$0.00,No,0.00%,In Progress,,,,,,,
qtrk (rk),$75.00,Yes,,Good,$75,$599.69,$524.69,$524.69,$505.00,$19.69,No,3.75%,In Progress,,,,,,,
dougie,$400.00,No,$400.00,Good,$0,$0.00,-$400.00,$0.00,$0.00,$0.00,Yes,0.00%,Complete,someone,,,,,,
google,$100.00,Yes,,Good,$100,$0.00,-$100.00,-$100.00,$0.00,$0.00,No,0.00%,In Progress,,,,,,,
greenbean,$250.00,Yes,,Good,$250,$0.00,-$250.00,-$250.00,$0.00,$0.00,No,0.00%,In Progress,,,,,,,
pkqu ,$74.12,Yes,,Good,$74,$0.00,-$74.12,-$74.12,$0.00,$0.00,No,0.00%,In Progress,,,,,,,
sam,$200.00,Yes,,Good,$200,$100.56,-$99.44,-$99.44,$0.00,$0.00,No,0.00%,In Progress,,,,,,,
top2not2,$60.00,No,$60.00,Good,$0,$0.00,-$60.00,$0.00,$0.00,$0.00,Yes,0.00%,Complete,someone,,,,,,
top2not2,$50.00,No,$50.00,Good,$0,$83.07,$33.07,$83.07,$78.00,$5.07,No,15.33%,In Progress,,,,,,,
weoou (gurt),$100.00,Yes,,Good,$100,$150.55,$50.55,$50.55,$46.00,$4.55,No,9.00%,In Progress,,,,,,,
dougie,$500.00,Yes,,Good,$500,$616.11,$116.11,$116.11,$116.11,$0.00,No,0.00%,In Progress,,,,,,,
ddavidl (jp),$102.38,Yes,,Good,$102,$52.86,-$49.52,-$49.52,$0.00,$0.00,No,0.00%,In Progress,,,,,,,
PeanutJr,$29.00,Yes,,Good,$29,$0.00,-$29.00,-$29.00,$0.00,$0.00,Yes,0.00%,Complete,,,,,,,
catlib (cat),$1.00,Yes,,Good,$1,$10.00,$9.00,$9.00,$9.00,$0.00,No,0.00%,In Progress,,,,,,,
Foxy,$1.00,Yes,,Good,$1,$21.00,$20.00,$20.00,$20.00,$0.00,No,0.00%,In Progress,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
