Player Name,Initial Stack,Credit?,$ Received,Balance,Credit,Ending Stack,P/L Player,Send Out,$ Sent,Tips,Done?,Tips %,Status,Notes,Total Tips:,Confirm Data,Starting Sum,End Sum,Should Equal,
nikhilm1 (nik1),$100.00,Yes,,Good,$100,$0.00,-$100.00,-$100.00,$0.00,$0.00,No,0.00%,In Progress,,,,,,,
Joning ,$50.00,Yes,,Good,$50,$341.20,$291.20,$291.20,$282.40,$8.80,No,3.02%,In Progress,,,,,,,
blamp69 (blamp),$100.00,No,$100.00,Good,$0,$0.00,-$100.00,$0.00,$0.00,$0.00,Yes,0.00%,Complete,someone,,,,,,
Eugene (Mahalo),$75.00,Yes,,Good,$75,$199.39,$124.39,$124.39,$118.05,$6.34,No,5.10%,In Progress,,,,,,,
vik,$100.00,Yes,,Good,$100,$0.00,-$100.00,-$100.00,$0.00,$0.00,No,0.00%,In Progress,,,,,,,
hemosoo (hemos),$200.00,No,$200.00,Good,$0,$52.13,-$147.87,$52.13,$50.30,$1.83,No,1.24%,In Progress,someone,,,,,,
abyan (luckbox),$150.00,Yes,,Good,$150,$0.00,-$150.00,-$150.00,$0.00,$0.00,No,0.00%,In Progress,,,,,,,
william (bill),$50.00,Yes,,Good,$50,$0.00,-$50.00,-$50.00,$0.00,$0.00,No,0.00%,In Progress,,,,,,,
recahl ,$150.00,Yes,,Good,$150,$242.61,$92.61,$92.61,$85.00,$7.61,Yes,8.22%,Complete,,,,,,,
choohaz (neymar),$150.00,Yes,,Good,$150,$0.00,-$150.00,-$150.00,$0.00,$0.00,No,0.00%,In Progress,,,,,,,
lisAA,$50.00,Yes,,Good,$50,$145.52,$95.52,$95.52,$86.00,$9.52,No,9.97%,In Progress,,,,,,,
dangdaniel,$76.00,Yes,,Good,$76,$132.30,$56.30,$56.30,$56.30,$0.00,No,0.00%,In Progress,,,,,,,
Zach,$75.00,Yes,,Good,$75,$141.26,$66.26,$66.26,$62.00,$4.26,Yes,6.43%,Complete,,,,,,,
hofwarriorstar (kepa),$50.00,Yes,,Good,$50,$0.00,-$50.00,-$50.00,$0.00,$0.00,No,0.00%,In Progress,,,,,,,
bj1527 (bj),$350.00,Yes,,Good,$350,$182.66,-$167.34,-$167.34,$0.00,$0.00,No,0.00%,In Progress,,,,,,,
Hersh,$50.00,Yes,,Good,$50,$51.00,$1.00,$1.00,$0.00,$1.00,Yes,100.00%,Complete,,,,,,,
wifahat (wifa),$300.00,Yes,,Good,$300,$393.47,$93.47,$93.47,$87.00,$6.47,Yes,6.92%,Complete,,,,,,,
hofwarriorstar (kepa),$150.00,No,$150.00,Good,$0,$0.00,-$150.00,$0.00,$0.00,$0.00,Yes,0.00%,Complete,me,,,,,,
PeanutJr,$50.00,Yes,,Good,$50,$0.00,-$50.00,-$50.00,$0.00,$0.00,No,0.00%,In Progress,,,,,,,
MonkeyMan447 (Monkey),$50.00,Yes,,Good,$50,$88.01,$38.01,$38.01,$35.00,$3.01,No,7.92%,In Progress,,,,,,,
zkay scallop (scallop),$150.00,Yes,,Good,$150,$249.72,$99.72,$99.72,$90.00,$9.72,Yes,9.75%,Complete,,,,,,,
sam,$200.00,Yes,,Good,$200,$462.19,$262.19,$262.19,$251.79,$10.40,No,3.97%,In Progress,,,,,,,
dangdaniel (dangdaniel1),$300.00,Yes,,Good,$300,$335.40,$35.40,$35.40,$32.67,$2.73,No,7.71%,In Progress,,,,,,,
impaledBison,$75.00,Yes,,Good,$75,$161.00,$86.00,$86.00,$80.00,$6.00,No,6.98%,In Progress,,,,,,,
greenbean,$150.00,Yes,,Good,$150,$255.00,$105.00,$105.00,$94.00,$11.00,Yes,10.48%,Complete,,,,,,,
CSizzle (Ciz),$150.00,Yes,,Good,$150,$218.32,$68.32,$68.32,$59.59,$8.73,No,12.78%,In Progress,,,,,,,
sahn,$150.00,Yes,,Good,$150,$150.74,$0.74,$0.74,$0.00,$0.74,Yes,100.00%,Complete,,,,,,,
joonga,$200.00,Yes,,Good,$200,$100.29,-$99.71,-$99.71,$0.00,$0.00,No,0.00%,In Progress,,,,,,,
ConmanPB (con),$250.00,Yes,,Good,$250,$296.83,$46.83,$46.83,$40.00,$6.83,No,14.58%,In Progress,,,,,,,
mzty6641 (mzty),$100.00,No,$100.00,Good,$0,$0.00,-$100.00,$0.00,$0.00,$0.00,Yes,0.00%,Complete,someone,,,,,,
henny3k (henny),$244.00,No,$244.00,Good,$0,$0.00,-$244.00,$0.00,$0.00,$0.00,Yes,0.00%,Complete,someone,,,,,,
Isaac (11:11),$50.00,No,$50.00,Good,$0,$0.00,-$50.00,$0.00,$0.00,$0.00,Yes,0.00%,Complete,someone,,,,,,
MrLukahn,$100.00,Yes,,Good,$100,$41.44,-$58.56,-$58.56,$0.00,$0.00,No,0.00%,In Progress,,,,,,,
nick (ne),$50.00,Yes,,Good,$50,$0.00,-$50.00,-$50.00,$0.00,$0.00,No,0.00%,In Progress,,,,,,,
Joning,$100.00,Yes,,Good,$100,$53.05,-$46.95,-$46.95,$0.00,$0.00,No,0.00%,In Progress,,,,,,,
Rabaaz,$100.00,Yes,,Good,$100,$243.65,$143.65,$143.65,$136.00,$0.00,No,0.00%,In Progress,,,,,,,
joel_dev (bomb pot plz),$120.00,Yes,,Good,$120,$112.17,-$7.83,-$7.83,$0.00,$0.00,No,0.00%,In Progress,,,,,,,
donuttaker (donny),$150.00,Yes,,Good,$150,$0.00,-$150.00,-$150.00,$0.00,$0.00,No,0.00%,In Progress,,,,,,,
bj1527 (Yanited),$50.00,Yes,,Good,$50,$414.18,$364.18,$364.18,$350.38,$0.00,No,0.00%,In Progress,,,,,,,
arsh,$50.00,No,$50.00,Good,$0,$0.00,-$50.00,$0.00,$0.00,$0.00,Yes,0.00%,Complete,me,,,,,,
calvin (hi),$50.00,No,$50.00,Good,$0,$0.00,-$50.00,$0.00,$0.00,$0.00,Yes,0.00%,Complete,me,,,,,,
stevewithN (steve),$50.00,Yes,,Good,$50,$0.00,-$50.00,-$50.00,$0.00,$0.00,No,0.00%,In Progress,,,,,,,
zediic,$200.00,Yes,,Good,$200,$0.00,-$200.00,-$200.00,$0.00,$0.00,No,0.00%,In Progress,,,,,,,
joonga,$75.00,Yes,,Good,$75,$155.88,$80.88,$80.88,$80.00,$0.00,Yes,0.00%,Complete,,,,,,,
seanyao (sean) ,$50.00,Yes,,Good,$50,$0.00,-$50.00,-$50.00,$0.00,$0.00,No,0.00%,In Progress,,,,,,,
weoou,$50.00,Yes,,Good,$50,$174.10,$124.10,$124.10,$114.00,$0.00,Yes,0.00%,Complete,,,,,,,
mo,$100.00,Yes,,Good,$100,$137.80,$37.80,$37.80,$30.00,$0.00,Yes,0.00%,Complete,,,,,,,
sb,$100.00,Yes,,Good,$100,$0.00,-$100.00,-$100.00,$0.00,$0.00,No,0.00%,In Progress,,,,,,,
drew ,$100.00,Yes,,Good,$100,$131.53,$31.53,$31.53,$29.50,$0.00,Yes,0.00%,Complete,,,,,,,
josh (badbrothers),$50.00,No,$50.00,Good,$0,$82.99,$32.99,$82.99,$82.99,$0.00,No,0.00%,In Progress,someone,,,,,,
recahl,$100.00,Yes,,Good,$100,$107.05,$7.05,$7.05,$6.18,$0.00,Yes,0.00%,Complete,,,,,,,
william (bill),$75.00,No,$75.00,Good,$0,$66.16,-$8.84,$66.16,$66.16,$0.00,Yes,0.00%,Complete,someone,,,,,,
