Player Name,Initial Stack,Credit?,$ Received,Balance,Credit,Ending Stack,P/L Player,Send Out,$ Sent,Tips,Done?,Tips %,Status,Notes,Total Tips:,Confirm Data,Starting Sum,End Sum,Should Equal,
choohaz (neymar),$100.00,Yes,,Good,$100,$95.84,-$4.16,-$4.16,$0.00,$0.00,Yes,0.00%,Complete,Tabbed,,,,,,
chesther,$150.00,No,$150.00,Good,$0,$131.72,-$18.28,$131.72,$0.00,$0.00,No,0.00%,In Progress,someone,,,,,,
Dougie,$100.00,Yes,,Good,$100,$315.21,$215.21,$215.21,$200.00,$15.21,No,7.07%,In Progress,,,,,,,
stevewithN (steph),$100.00,Yes,,Good,$100,$0.00,-$100.00,-$100.00,$0.00,$0.00,No,0.00%,In Progress,,,,,,,
catlib (cat),$200.00,Yes,,Good,$200,$86.27,-$113.73,-$113.73,$0.00,$0.00,No,0.00%,In Progress,,,,,,,
yurrrr (jake),$150.00,Yes,,Good,$150,$0.00,-$150.00,-$150.00,$0.00,$0.00,No,0.00%,In Progress,,,,,,,
Nobinds,$25.00,No,$25.00,Good,$0,$127.96,$102.96,$127.96,$121.00,$6.96,No,6.76%,In Progress,me,,,,,,
monkeepoo420 (monkee so tuff),$100.00,No,$100.00,Good,$0,$146.71,$46.71,$146.71,$144.00,$2.71,No,5.80%,In Progress,someone,,,,,,
dangdaniel (danigotit),$75.00,No,$75.00,Good,$0,$0.00,-$75.00,$0.00,$0.00,$0.00,Yes,0.00%,Complete,me,,,,,,
sam ,$50.00,Yes,,Good,$50,$145.43,$95.43,$95.43,$90.00,$5.43,No,5.69%,In Progress,,,,,,,
isaac (luffy),$39.00,No,$39.00,Good,$0,$0.00,-$39.00,$0.00,$0.00,$0.00,Yes,0.00%,Complete,"me, someone",,,,,,
ky3yu (kaillou),$100.00,No,$100.00,Good,$0,$0.00,-$100.00,$0.00,$0.00,$0.00,Yes,0.00%,Complete,"me, someone",,,,,,
swaggyp5,$100.00,No,$100.00,Good,$0,$119.37,$19.37,$119.37,$118.00,$1.37,No,7.07%,In Progress,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
