Player Name,Initial Stack,Credit?,$ Received,Balance,Credit,Ending Stack,P/L Player,Send Out,$ Sent,Tips,Done?,Tips %,Status,Notes,Total Tips:,Confirm Data,Starting Sum,End Sum,Should Equal,
pkqu ,$100.00,Yes,,Good,$100,$0.00,-$100.00,-$100.00,$0.00,$0.00,No,0.00%,In Progress,owes me extra 3,,,,,,
abyan (luckbox),$150.00,Yes,,Good,$150,$0.00,-$150.00,-$150.00,$0.00,$0.00,No,0.00%,In Progress,,,,,,,
teensy (ogs),$150.00,Yes,,Good,$150,$233.33,$83.33,$83.33,$78.73,$4.60,No,5.52%,In Progress,,,,,,,
Eugene (Mahalo),$75.00,Yes,,Good,$75,$237.21,$162.21,$162.21,$152.00,$10.21,No,6.29%,In Progress,,,,,,,
Choohaz,$95.10,Yes,,Good,$95,$100.43,$5.33,$5.33,$4.90,$0.43,Yes,8.07%,Complete,,,,,,,
sb (sb3),$75.00,Yes,,Good,$75,$0.00,-$75.00,-$75.00,$0.00,$0.00,No,0.00%,In Progress,,,,,,,
bj1527 (bj),$175.00,Yes,,Good,$175,$298.38,$123.38,$123.38,$115.00,$8.38,No,6.79%,In Progress,,,,,,,
Waffles,$50.00,Yes,,Good,$50,$59.63,$9.63,$9.63,$8.00,$1.63,No,16.93%,In Progress,,,,,,,
Ash2,$80.00,Yes,,Good,$80,$84.50,$4.50,$4.50,$0.00,$4.50,Yes,100.00%,Complete,,,,,,,
weoou,$241.75,Yes,,Good,$242,$439.10,$197.35,$197.35,$174.00,$23.35,No,11.83%,In Progress,,,,,,,
Joonga ,$100.00,Yes,,Good,$100,$0.00,-$100.00,-$100.00,$0.00,$0.00,No,0.00%,In Progress,,,,,,,
dangdaniel (dangdaniel2.2),$193.88,Yes,,Good,$194,$87.56,-$106.32,-$106.32,$0.00,$0.00,No,0.00%,In Progress,,,,,,,
,,,,,,,,,,,,,,,,,,,,
rag (chirag),$100.00,Yes,,Good,$100,$200.00,$100.00,$100.00,$100.00,$0.00,No,0.00%,In Progress,,,,,,,
bruh,$100.00,Yes,,Good,$100,$0.00,-$100.00,-$100.00,$0.00,$0.00,Yes,0.00%,Complete,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
