Player Name,Initial Stack,Credit?,$ Received,Balance,Credit,Ending Stack,P/L Player,Send Out,$ Sent,Tips,Done?,Tips %,Status,Notes,Total Tips:,Confirm Data,Starting Sum,End Sum,Should Equal,
abyan (zidane),$50.00,Yes,,Good,$50,$0.00,-$50.00,-$50.00,$0.00,$0.00,No,0.00%,In Progress,,,,,,,
dan (danny),$200.00,Yes,,Good,$200,$107.44,-$92.56,-$92.56,$0.00,$0.00,No,0.00%,In Progress,,,,,,,
87t btn (87_btn),$75.00,Yes,,Good,$75,$47.24,-$27.76,-$27.76,$0.00,$0.00,No,0.00%,In Progress,,,,,,,
yoshe,$66.12,Yes,,Good,$66,$0.00,-$66.12,-$66.12,$0.00,$0.00,No,0.00%,In Progress,,,,,,,
dougie ,$200.00,Yes,,Good,$200,$247.27,$47.27,$47.27,$47.27,$0.00,No,0.00%,In Progress,,,,,,,
donuttaker (donny),$60.36,Yes,,Good,$60,$0.00,-$60.36,-$60.36,$0.00,$0.00,No,0.00%,In Progress,,,,,,,
skyhigh,$60.00,Yes,,Good,$60,$0.00,-$60.00,-$60.00,$0.00,$0.00,No,0.00%,In Progress,,,,,,,
catlib (cat t2),$85.82,Yes,,Good,$86,$97.07,$11.25,$11.25,$8.18,$3.07,Yes,27.29%,Complete,"sent 30, tabbed 14",,,,,,
sb,$50.00,Yes,,Good,$50,$0.00,-$50.00,-$50.00,$0.00,$0.00,No,0.00%,In Progress,,,,,,,
dangdaniel,$100.00,Yes,,Good,$100,$245.87,$145.87,$145.87,$145.87,$0.00,No,0.00%,In Progress,,,,,,,
bj1527 (Yanited),$250.00,Yes,,Good,$250,$0.00,-$250.00,-$250.00,$0.00,$0.00,No,0.00%,In Progress,,,,,,,
drew,$100.00,Yes,,Good,$100,$36.60,-$63.40,-$63.40,$0.00,$0.00,No,0.00%,In Progress,,,,,,,
raspberry,$150.00,No,$150.00,Good,$0,$286.05,$136.05,$286.05,$280.00,$6.05,No,4.45%,In Progress,"me, someone",,,,,,
sam,$50.00,Yes,,Good,$50,$0.00,-$50.00,-$50.00,$0.00,$0.00,No,0.00%,In Progress,,,,,,,
mysteriousmelon (melon),$700.00,Yes,,Good,$700,$366.66,-$333.34,-$333.34,$0.00,$0.00,No,0.00%,In Progress,,,,,,,
dan (danny),$200.00,Yes,,Good,$200,$199.86,-$0.14,-$0.14,$0.00,$0.00,No,0.00%,In Progress,,,,,,,
AR,$100.00,No,$100.00,Good,$0,$0.00,-$100.00,$0.00,$0.00,$0.00,Yes,0.00%,Complete,"me, someone",,,,,,
pkqu,$50.00,Yes,,Good,$50,$0.00,-$50.00,-$50.00,$0.00,$0.00,No,0.00%,In Progress,,,,,,,
t2000 (AM),$75.00,No,$75.00,Good,$0,$168.00,$93.00,$168.00,$165.00,$3.00,Yes,3.23%,Complete,me,,,,,,
kij (kiwi),$300.00,Yes,,Good,$300,$0.00,-$300.00,-$300.00,$0.00,$0.00,No,0.00%,In Progress,,,,,,,
kevinatekfc,$399.36,Yes,,Good,$399,$521.98,$122.62,$122.62,$95.96,$26.66,No,21.74%,In Progress,,,,,,,
nkim (mink),$50.00,Yes,,Good,$50,$0.00,-$50.00,-$50.00,$0.00,$0.00,No,0.00%,In Progress,,,,,,,
yoshe,$100.00,Yes,,Good,$100,$238.00,$138.00,$138.00,$138.00,$0.00,No,0.00%,In Progress,,,,,,,
yvan,$100.00,Yes,,Good,$100,$289.74,$189.74,$189.74,$180.00,$9.74,Yes,5.13%,Complete,,,,,,,
abyan (zidane),$100.00,Yes,,Good,$100,$0.00,-$100.00,-$100.00,$0.00,$0.00,No,0.00%,In Progress,,,,,,,
hemosoo (hemoso),$50.00,No,$50.00,Good,$0,$0.00,-$50.00,$0.00,$0.00,$0.00,Yes,0.00%,Complete,someone,,,,,,
stevewithn (swn),$50.00,Yes,,Good,$50,$127.16,$77.16,$77.16,$65.00,$12.16,No,15.76%,In Progress,,,,,,,
kish (kc),$100.00,Yes,,Good,$100,$111.91,$11.91,$11.91,$10.00,$1.91,No,16.04%,In Progress,,,,,,,
j3ong (jhuncho),$50.00,No,$50.00,Good,$0,$111.84,$61.84,$111.84,$110.00,$1.84,No,2.98%,In Progress,someone,,,,,,
choohaz (neymar),$150.00,Yes,,Good,$150,$111.54,-$38.46,-$38.46,$0.00,$0.00,Yes,0.00%,Complete,making him send 40 to me,,,,,,
dan (danny),$200.00,Yes,,Good,$200,$830.60,$630.60,$630.60,$602.30,$28.30,No,4.49%,In Progress,,,,,,,
Martin (MLB),$200.00,Yes,,Good,$200,$151.13,-$48.87,-$48.87,$0.00,$0.00,No,0.00%,In Progress,,,,,,,
zach ,$75.00,Yes,,Good,$75,$0.00,-$75.00,-$75.00,$0.00,$0.00,No,0.00%,In Progress,,,,,,,
gambler (rishu),$50.00,Yes,,Good,$50,$0.00,-$50.00,-$50.00,$0.00,$0.00,No,0.00%,In Progress,,,,,,,
vinyl,$300.00,No,$300.00,Good,$0,$253.78,-$46.22,$253.78,$253.78,$0.00,No,0.00%,In Progress,someone,,,,,,
dangdaniel,$100.00,Yes,,Good,$100,$0.00,-$100.00,-$100.00,$0.00,$0.00,No,0.00%,In Progress,,,,,,,
kaku,$75.00,No,$75.00,Good,$0,$256.85,$181.85,$256.85,$251.00,$5.85,No,3.22%,In Progress,"me, someone",,,,,,
kevinatekfc,$524.36,Yes,,Good,$524,$434.04,-$90.32,-$90.32,$0.00,$0.00,No,0.00%,In Progress,,,,,,,
lucky (luckypunt),$200.00,Yes,,Good,$200,$218.78,$18.78,$18.78,$15.00,$3.78,No,20.13%,In Progress,,,,,,,
dougie ,$300.00,Yes,,Good,$300,$514.50,$214.50,$214.50,$195.88,$18.62,No,8.68%,In Progress,,,,,,,
sarmgoblin (foam),$81.97,Yes,,Good,$82,$44.10,-$37.87,-$37.87,$0.00,$0.00,No,0.00%,In Progress,,,,,,,
diptofsky,$150.00,No,$150.00,Good,$0,$0.00,-$150.00,$0.00,$0.00,$0.00,Yes,0.00%,Complete,someone,,,,,,
greenbean,$50.00,Yes,,Good,$50,$152.85,$102.85,$102.85,$96.00,$6.85,No,6.66%,In Progress,,,,,,,
AkFish,$500.00,Yes,,Good,$500,$422.24,-$77.76,-$77.76,$0.00,$0.00,No,0.00%,In Progress,,,,,,,
diptofsky,$150.00,Yes,,Good,$150,$0.00,-$150.00,-$150.00,$0.00,$0.00,No,0.00%,In Progress,,,,,,,
Hetz,$75.00,Yes,,Good,$75,$144.26,$69.26,$69.26,$60.00,$9.26,No,13.37%,In Progress,,,,,,,
PeanutJr,$75.00,Yes,,Good,$75,$112.40,$37.40,$37.40,$37.40,$0.00,Yes,0.00%,Complete,,,,,,,
seanc15 ,$100.00,Yes,,Good,$100,$119.49,$19.49,$19.49,$15.00,$4.49,No,23.04%,In Progress,,,,,,,
mysteriousmelon (melon),$250.00,Yes,,Good,$250,$263.75,$13.75,$13.75,$13.75,$0.00,No,0.00%,In Progress,,,,,,,
sarmgoblin (foam),$1.00,Yes,,Good,$1,$16.00,$15.00,$15.00,$15.00,$0.00,No,0.00%,In Progress,previous tabbed 15,,,,,,
PeanutJr,$15.00,Yes,,Good,$15,$0.00,-$15.00,-$15.00,$0.00,$0.00,Yes,0.00%,Complete,sarmgoblin tabbed,,,,,,
dougie,$50.00,Yes,,Good,$50,$49.75,-$0.25,-$0.25,$0.00,$0.00,No,0.00%,In Progress,,,,,,,
dan (danny),$100.00,Yes,,Good,$100,$110.40,$10.40,$10.40,$10.40,$0.00,No,0.00%,In Progress,,,,,,,
sam,$50.00,Yes,,Good,$50,$234.37,$184.37,$184.37,$175.00,$0.00,No,0.00%,In Progress,,,,,,,
demet,$100.00,Yes,,Good,$100,$118.51,$18.51,$18.51,$17.00,$0.00,Yes,0.00%,Complete,,,,,,,
drew,$100.00,Yes,,Good,$100,$123.88,$23.88,$23.88,$23.88,$0.00,No,0.00%,In Progress,,,,,,,
Josh,$75.00,No,$75.00,Good,$0,$0.00,-$75.00,$0.00,$0.00,$0.00,Yes,0.00%,Complete,"me, someone",,,,,,
Hersh,$50.00,Yes,,Good,$50,$0.00,-$50.00,-$50.00,$0.00,$0.00,No,0.00%,In Progress,,,,,,,
phulpwulp,$75.00,Yes,,Good,$75,$89.51,$14.51,$14.51,$12.00,$0.00,Yes,0.00%,Complete,,,,,,,
bj1527 (bj),$400.00,Yes,,Good,$400,$194.44,-$205.56,-$205.56,$0.00,$0.00,No,0.00%,In Progress,,,,,,,
dangdaniel,$100.00,Yes,,Good,$100,$198.61,$98.61,$98.61,$89.13,$0.00,No,0.00%,In Progress,,,,,,,
dougie,$200.00,Yes,,Good,$200,$209.10,$9.10,$9.10,$9.10,$0.00,No,0.00%,In Progress,,,,,,,
bj1527 (Yanited),$200.00,Yes,,Good,$200,$0.00,-$200.00,-$200.00,$0.00,$0.00,No,0.00%,In Progress,,,,,,,
foxy,$100.00,Yes,,Good,$100,$129.25,$29.25,$29.25,$20.00,$0.00,Yes,0.00%,Complete,tabbed 20,,,,,,
Jason_ParkingLot,$100.00,Yes,,Good,$100,$161.71,$61.71,$61.71,$55.00,$0.00,Yes,0.00%,Complete,,,,,,,
sabulth (sabulth1),$100.00,No,$100.00,Good,$0,$0.00,-$100.00,$0.00,$0.00,$0.00,Yes,0.00%,Complete,someone,,,,,,
seanc15,$100.00,Yes,,Good,$100,$294.65,$194.65,$194.65,$185.00,$0.00,Yes,0.00%,Complete,,,,,,,
catlib (cat),$50.00,Yes,,Good,$50,$85.82,$35.82,$35.82,$35.82,$0.00,Yes,0.00%,Complete,"sent 30, tabbed 14",,,,,,
donuttaker (donny),$50.00,Yes,,Good,$50,$0.00,-$50.00,-$50.00,$0.00,$0.00,No,0.00%,In Progress,,,,,,,
