Player Name,Initial Stack,Credit?,$ Received,Balance,Credit,Ending Stack,P/L Player,Send Out,$ Sent,Tips,Done?,Tips %,Status,Notes,Total Tips:,Confirm Data,Starting Sum,End Sum,Should Equal,
vik,$100.00,Yes,,Good,$100,$161.61,$61.61,$61.61,$57.00,$4.61,Yes,7.48%,Complete,,,,,,,
MysteriousMelon (Melon),$100.00,Yes,,Good,$100,$190.37,$90.37,$90.37,$86.00,$4.37,Yes,4.84%,Complete,,WL:,,,,,
foxy,$100.00,Yes,,Good,$100,$41.38,-$58.62,-$58.62,$0.00,$0.00,No,0.00%,In Progress,,,,,,,
abyan (luckbox),$50.00,Yes,,Good,$50,$140.81,$90.81,$90.81,$86.00,$4.81,Yes,5.30%,Complete,,,,,,,
yoshe,$70.00,Yes,,Good,$70,$88.59,$18.59,$18.59,$17.00,$1.59,Yes,8.55%,Complete,,,,,,,
greenbean,$50.00,Yes,,Good,$50,$0.00,-$50.00,-$50.00,$0.00,$0.00,No,0.00%,In Progress,,,,,,,
sarmgoblin (sarm),$50.00,Yes,,Good,$50,$0.00,-$50.00,-$50.00,$0.00,$0.00,No,0.00%,In Progress,,,,,,,
alx.yc (sarky),$175.00,No,$175.00,Good,$0,$105.63,-$69.37,$105.63,$105.63,$0.00,Yes,0.00%,Complete,someone,,,,,,
andie ,$100.00,No,$100.00,Good,$0,$195.10,$95.10,$195.10,$190.00,$5.10,No,5.36%,In Progress,someone,,,,,,
"Alex (kingriftley), (Razor)",$100.00,Yes,,Good,$100,$0.00,-$100.00,-$100.00,$0.00,$0.00,No,0.00%,In Progress,,,,,,,
recahl,$50.00,Yes,,Good,$50,$50.75,$0.75,$0.75,$0.00,$0.75,Yes,100.00%,Complete,,,,,,,
catlib (cat),$50.00,Yes,,Good,$50,$42.46,-$7.54,-$7.54,$0.00,$0.00,No,0.00%,In Progress,,,,,,,
bong,$200.00,Yes,,Good,$200,$0.00,-$200.00,-$200.00,$0.00,$0.00,No,0.00%,In Progress,,,,,,,
dangdaniel (dangdaniel52),$100.00,Yes,,Good,$100,$265.87,$165.87,$165.87,$157.00,$8.87,No,5.35%,In Progress,,,,,,,
sahn,$250.00,Yes,,Good,$250,$0.00,-$250.00,-$250.00,$0.00,$0.00,No,0.00%,In Progress,,,,,,,
Gyakushu (gyaku),$50.00,No,$50.00,Good,$0,$258.67,$208.67,$258.67,$252.00,$6.67,No,3.20%,In Progress,someone,,,,,,
CT ,$50.00,Yes,,Good,$50,$0.00,-$50.00,-$50.00,$0.00,$0.00,No,0.00%,In Progress,,,,,,,
joel_dev (Bomb pot plz),$100.00,Yes,,Good,$100,$65.32,-$34.68,-$34.68,$0.00,$0.00,No,0.00%,In Progress,,,,,,,
ddavidl (david),$200.00,Yes,,Good,$200,$202.63,$2.63,$2.63,$2.63,$0.00,No,0.00%,In Progress,,,,,,,
jk0406 (jk),$60.00,No,$60.00,Good,$0,$0.00,-$60.00,$0.00,$0.00,$0.00,Yes,0.00%,Complete,someone,,,,,,
TwizzyM ,$50.00,No,$50.00,Good,$0,$0.00,-$50.00,$0.00,$0.00,$0.00,Yes,0.00%,Complete,someone,,,,,,
patrick (pat),$50.00,Yes,,Good,$50,$186.90,$136.90,$136.90,$130.00,$6.90,Yes,5.04%,Complete,,,,,,,
sb,$73.47,Yes,,Good,$73,$0.00,-$73.47,-$73.47,$0.00,$0.00,No,0.00%,In Progress,,,,,,,
ddavidl (david2),$202.63,Yes,,Good,$203,$303.54,$100.91,$100.91,$100.37,$0.54,No,0.54%,In Progress,,,,,,,
zach,$75.00,Yes,,Good,$75,$238.60,$163.60,$163.60,$155.00,$8.60,No,5.26%,In Progress,,,,,,,
Xilos ,$50.00,No,$50.00,Good,$0,$0.00,-$50.00,$0.00,$0.00,$0.00,Yes,0.00%,Complete,someone,,,,,,
CSizzle (siz),$100.00,Yes,,Good,$100,$312.03,$212.03,$212.03,$200.00,$12.03,No,5.67%,In Progress,,,,,,,
jk0406 (kwe),$80.00,No,$80.00,Good,$0,$205.13,$125.13,$205.13,$203.00,$2.13,No,1.70%,In Progress,someone,,,,,,
greenbean,$100.00,Yes,,Good,$100,$228.47,$128.47,$128.47,$120.00,$8.47,No,6.59%,In Progress,,,,,,,
Ghostbooce,$100.00,No,$100.00,Good,$0,$0.00,-$100.00,$0.00,$0.00,$0.00,Yes,0.00%,Complete,someone,,,,,,
donuttaker (donny),$50.00,Yes,,Good,$50,$0.00,-$50.00,-$50.00,$0.00,$0.00,No,0.00%,In Progress,,,,,,,
weoou,$100.00,Yes,,Good,$100,$210.83,$110.83,$110.83,$101.00,$9.83,No,8.87%,In Progress,,,,,,,
TwizzyM ,$50.00,No,$50.00,Good,$0,$0.00,-$50.00,$0.00,$0.00,$0.00,Yes,0.00%,Complete,someone,,,,,,
ImpaledBison,$150.00,Yes,,Good,$150,$79.63,-$70.37,-$70.37,$0.00,$0.00,No,0.00%,In Progress,,,,,,,
ishanw (ishan),$75.00,Yes,,Good,$75,$0.00,-$75.00,-$75.00,$0.00,$0.00,No,0.00%,In Progress,,,,,,,
PeanutJr,$150.00,Yes,,Good,$150,$75.42,-$74.58,-$74.58,$0.00,$0.00,No,0.00%,In Progress,,,,,,,
Joning,$100.00,Yes,,Good,$100,$169.53,$69.53,$69.53,$69.53,$0.00,No,0.00%,In Progress,,,,,,,
recahl,$100.00,Yes,,Good,$100,$156.97,$56.97,$56.97,$50.00,$6.97,No,12.23%,In Progress,,,,,,,
joonga,$250.00,Yes,,Good,$250,$0.00,-$250.00,-$250.00,$0.00,$0.00,No,0.00%,In Progress,,,,,,,
MonkeyMan447 (MonkeyPunts),$50.00,Yes,,Good,$50,$134.00,$84.00,$84.00,$77.00,$7.00,No,8.33%,In Progress,,,,,,,
yoshe,$140.00,Yes,,Good,$140,$0.00,-$140.00,-$140.00,$0.00,$0.00,No,0.00%,In Progress,,,,,,,
alx.yc (tragic),$115.00,No,$115.00,Good,$0,$41.69,-$73.31,$41.69,$41.69,$0.00,No,0.00%,In Progress,me,,,,,,
seanc15 (sean),$100.00,Yes,,Good,$100,$191.64,$91.64,$91.64,$87.00,$4.64,No,5.06%,In Progress,,,,,,,
bj1527 (Yanited),$125.00,Yes,,Good,$125,$110.50,-$14.50,-$14.50,$0.00,$0.00,No,0.00%,In Progress,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
