Player Name,Initial Stack,Credit?,$ Received,Balance,Credit,Ending Stack,P/L Player,Send Out,$ Sent,Tips,Done?,Tips %,Status,Notes,Total Tips:,Confirm Data,Starting Sum,End Sum,Should Equal,
william (will),$75.00,Yes,,Good,$75,$107.75,$32.75,$32.75,$30.00,$2.75,Yes,8.40%,Complete,sent 26.50,,,,,,
ryo (kitchen),$83.00,Yes,,Good,$83,$75.21,-$7.79,-$7.79,$0.00,$0.00,No,0.00%,In Progress,,,,,,,
stevewithN (swn),$300.00,Yes,,Good,$300,$222.63,-$77.37,-$77.37,$0.00,$0.00,No,0.00%,In Progress,,WL:,,,,,
bj1527 (Yanited),$350.00,Yes,,Good,$350,$139.31,-$210.69,-$210.69,$0.00,$0.00,No,0.00%,In Progress,,,,,,,
abyan (nelk),$50.00,Yes,,Good,$50,$174.27,$124.27,$124.27,$118.00,$6.27,No,5.05%,In Progress,,,,,,,
sarmgoblin (hawk em),$50.00,Yes,,Good,$50,$103.43,$53.43,$53.43,$50.00,$3.43,Yes,6.42%,Complete,,,,,,,
oogwhey,$100.00,No,$100.00,Good,$0,$280.13,$180.13,$280.13,$280.00,$0.13,No,0.07%,In Progress,,,,,,,
demet,$75.00,Yes,,Good,$75,$0.00,-$75.00,-$75.00,$0.00,$0.00,No,0.00%,In Progress,,,,,,,
lil panda (LP),$100.00,Yes,,Good,$100,$20.74,-$79.26,-$79.26,$0.00,$0.00,No,0.00%,In Progress,,,,,,,
choohaz (chooo),$50.00,Yes,,Good,$50,$48.81,-$1.19,-$1.19,$0.00,$0.00,Yes,0.00%,Complete,tabbed,,,,,,
iLOVEbluffing (twizzy),$25.00,No,$25.00,Good,$0,$0.00,-$25.00,$0.00,$0.00,$0.00,Yes,0.00%,Complete,me,,,,,,
recahl,$200.00,Yes,,Good,$200,$0.00,-$200.00,-$200.00,$0.00,$0.00,No,0.00%,In Progress,,,,,,,
vik,$150.00,Yes,,Good,$150,$194.38,$44.38,$44.38,$42.00,$2.38,Yes,5.36%,Complete,,,,,,,
greenbean,$75.00,Yes,,Good,$75,$79.47,$4.47,$4.47,$0.00,$4.47,Yes,100.00%,Complete,,,,,,,
Csizzle (siz),$200.00,Yes,,Good,$200,$227.74,$27.74,$27.74,$25.00,$2.74,No,9.88%,In Progress,,,,,,,
zach,$75.00,Yes,,Good,$75,$251.78,$176.78,$176.78,$167.00,$9.78,No,5.53%,In Progress,,,,,,,
bj1527 (Yanited),$189.31,Yes,,Good,$189,$210.50,$21.19,$21.19,$21.19,$0.00,No,0.00%,In Progress,,,,,,,
dangdaniel (dangdaniel5252),$150.00,Yes,,Good,$150,$275.36,$125.36,$125.36,$115.00,$10.36,No,8.26%,In Progress,,,,,,,
Divan,$175.00,Yes,,Good,$175,$0.00,-$175.00,-$175.00,$0.00,$0.00,No,0.00%,In Progress,,,,,,,
lil panda (LP),$100.00,Yes,,Good,$100,$50.13,-$49.87,-$49.87,$0.00,$0.00,No,0.00%,In Progress,,,,,,,
pkqu,$100.00,Yes,,Good,$100,$0.00,-$100.00,-$100.00,$0.00,$0.00,No,0.00%,In Progress,,,,,,,
nibbler (nib),$50.00,Yes,,Good,$50,$161.86,$111.86,$111.86,$106.00,$5.86,No,5.24%,In Progress,,,,,,,
pkqu (pkqu pc),$100.00,Yes,,Good,$100,$0.00,-$100.00,-$100.00,$0.00,$0.00,No,0.00%,In Progress,,,,,,,
joonga,$100.00,Yes,,Good,$100,$229.72,$129.72,$129.72,$120.00,$9.72,No,7.49%,In Progress,,,,,,,
catlib (cat),$140.00,Yes,,Good,$140,$0.00,-$140.00,-$140.00,$0.00,$0.00,No,0.00%,In Progress,,,,,,,
rabaaz,$125.00,Yes,,Good,$125,$0.00,-$125.00,-$125.00,$0.00,$0.00,No,0.00%,In Progress,,,,,,,
j3ong (jaco),$50.00,No,$50.00,Good,$0,$0.00,-$50.00,$0.00,$0.00,$0.00,Yes,0.00%,Complete,someone,,,,,,
twizzy (ILOVEbluffing),$75.00,No,$75.00,Good,$0,$0.00,-$75.00,$0.00,$0.00,$0.00,Yes,0.00%,Complete,"me, someone",,,,,,
Veer Gokhale (Mr Fish),$150.00,No,$150.00,Good,$0,$0.00,-$150.00,$0.00,$0.00,$0.00,Yes,0.00%,Complete,someone,,,,,,
zediic,$50.00,Yes,,Good,$50,$0.00,-$50.00,-$50.00,$0.00,$0.00,No,0.00%,In Progress,,,,,,,
greenbean,$79.47,Yes,,Good,$79,$412.31,$332.84,$332.84,$320.00,$12.84,No,3.86%,In Progress,,,,,,,
andrewh (andrew),$200.00,Yes,,Good,$200,$203.73,$3.73,$3.73,$0.00,$3.73,Yes,100.00%,Complete,,,,,,,
zkay scallop (scallop),$100.00,Yes,,Good,$100,$0.00,-$100.00,-$100.00,$0.00,$0.00,No,0.00%,In Progress,,,,,,,
dangdaniel (dangdaniel5252),$75.00,Yes,,Good,$75,$278.95,$203.95,$203.95,$200.00,$3.95,No,1.94%,In Progress,,,,,,,
hofwarriorstar (kepa),$100.00,No,$100.00,Good,$0,$0.00,-$100.00,$0.00,$0.00,$0.00,Yes,0.00%,Complete,me,,,,,,
thillison (Ty),$85.00,Yes,,Good,$85,$204.06,$119.06,$119.06,$109.46,$9.60,No,8.06%,In Progress,,,,,,,
bj1527 (Yanited),$310.50,Yes,,Good,$311,$362.26,$51.76,$51.76,$51.76,$0.00,No,0.00%,In Progress,,,,,,,
teensy (ogs),$300.00,Yes,,Good,$300,$594.65,$294.65,$294.65,$277.00,$17.65,No,5.99%,In Progress,,,,,,,
seanc15 ,$75.00,Yes,,Good,$75,$0.00,-$75.00,-$75.00,$0.00,$0.00,No,0.00%,In Progress,,,,,,,
kyrie,$100.00,No,$100.00,Good,$0,$0.00,-$100.00,$0.00,$0.00,$0.00,Yes,0.00%,Complete,"me, someone",,,,,,
dedepoloo,$100.00,No,$100.00,Good,$0,$0.00,-$100.00,$0.00,$0.00,$0.00,Yes,0.00%,Complete,"me, someone",,,,,,
donuttaker (donny),$50.00,Yes,,Good,$50,$0.00,-$50.00,-$50.00,$0.00,$0.00,No,0.00%,In Progress,,,,,,,
catlib (cat),$50.00,Yes,,Good,$50,$123.00,$73.00,$73.00,$73.00,$0.00,No,0.00%,In Progress,,catlib paid me 73 already,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
Peanut,$73.00,Yes,,Good,$73,$0.00,-$73.00,-$73.00,$0.00,$0.00,Yes,0.00%,Complete,,catlib paid me 73 so this was made,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
